编号,股东名称,持股数量,持股比例,股本性质,截至日期,公告日期,股东说明,股东总数,平均持股数
9,中信证券股份有限公司,107578342.0,1.15,流通A股,2021-03-31,2021-04-17,,234089.0,39916.0
10,中国银行股份有限公司－易方达蓝筹精选混合型证券投资基金,90000160.0,0.96,流通A股,2021-03-31,2021-04-17,,234089.0,39916.0
1,中电海康集团有限公司,3632897256.0,38.88,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
2,龚虹嘉,1016614814.0,10.88,"流通A股,限售流通股",2020-12-31,2021-04-17,,199030.0,46947.0
3,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
4,香港中央结算有限公司,336429990.0,3.6,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
5,上海高毅资产管理合伙企业(有限合伙)－高毅邻山1号远望基金,250000000.0,2.68,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
6,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
7,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2020-12-31,2021-04-17,,199030.0,46947.0
8,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
9,中信证券股份有限公司,106692148.0,1.14,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
10,中国银行股份有限公司－易方达蓝筹精选混合型证券投资基金,70000025.0,0.75,流通A股,2020-12-31,2021-04-17,,199030.0,46947.0
1,中电海康集团有限公司,3632897256.0,38.88,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
2,龚虹嘉,1161608214.0,12.43,"流通A股,限售流通股",2020-09-30,2020-10-24,,242350.0,38555.0
3,香港中央结算有限公司,558304047.0,5.97,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
5,上海高毅资产管理合伙企业(有限合伙)－高毅邻山1号远望基金,231000026.0,2.47,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
6,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
7,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2020-09-30,2020-10-24,,242350.0,38555.0
8,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
9,中信证券股份有限公司,113094618.0,1.21,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
10,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2020-09-30,2020-10-24,,242350.0,38555.0
1,中电海康集团有限公司,3632897256.0,38.88,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2020-06-30,2020-07-25,,317713.0,29410.0
3,香港中央结算有限公司,556442594.0,5.95,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2020-06-30,2020-07-25,,317713.0,29410.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
8,中信证券股份有限公司,103176837.0,1.1,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
9,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
10,高华－汇丰－GOLDMAN SACHS&CO.LLC,46227207.0,0.49,流通A股,2020-06-30,2020-07-25,,317713.0,29410.0
1,中电海康集团有限公司,3632897256.0,38.88,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2020-03-31,2020-04-25,,312557.0,29895.0
3,香港中央结算有限公司,498128526.0,5.33,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2020-03-31,2020-04-25,,312557.0,29895.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
8,中信证券股份有限公司,95387791.0,1.02,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
9,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
10,郭敏芳,40094699.0,0.43,流通A股,2020-03-31,2020-04-25,,312557.0,29895.0
1,中电海康集团有限公司,3632897256.0,38.88,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2019-12-31,2020-04-25,,237895.0,39277.0
3,香港中央结算有限公司,588594190.0,6.3,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2019-12-31,2020-04-25,,237895.0,39277.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
8,中信证券股份有限公司,96598063.0,1.03,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
9,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
10,郭敏芳,39474700.0,0.42,流通A股,2019-12-31,2020-04-25,,237895.0,39277.0
1,中电海康集团有限公司,3632897256.0,38.88,流通A股,2019-12-02,2019-12-03,,,
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2019-12-02,2019-12-03,,,
3,香港中央结算有限公司,595977036.0,6.38,流通A股,2019-12-02,2019-12-03,,,
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2019-12-02,2019-12-03,,,
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2019-12-02,2019-12-03,,,
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2019-12-02,2019-12-03,,,
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2019-12-02,2019-12-03,,,
8,中信证券股份有限公司,96903225.0,1.04,流通A股,2019-12-02,2019-12-03,,,
9,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2019-12-02,2019-12-03,,,
10,郭敏芳,39474700.0,0.42,流通A股,2019-12-02,2019-12-03,,,
11,中电科投资控股有限公司,27232339.0,0.29,流通A股,2019-12-02,2019-12-03,,,
1,中电海康集团有限公司,3653674956.0,39.1,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2019-09-30,2019-10-19,,217240.0,43014.0
3,香港中央结算有限公司,595977036.0,6.38,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2019-09-30,2019-10-19,,217240.0,43014.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
8,中信证券股份有限公司,96903225.0,1.04,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
9,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
10,郭敏芳,39474700.0,0.42,流通A股,2019-09-30,2019-10-19,,217240.0,43014.0
1,中电海康集团有限公司,3653674956.0,39.09,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2019-06-30,2019-07-20,,298994.0,31261.0
3,香港中央结算有限公司,671737077.0,7.19,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2019-06-30,2019-07-20,,298994.0,31261.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
8,中信证券股份有限公司,87171196.0,0.93,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
9,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
10,郭敏芳,38474700.0,0.41,流通A股,2019-06-30,2019-07-20,,298994.0,31261.0
1,中电海康集团有限公司,3653674956.0,39.08,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
2,龚虹嘉,1255056700.0,13.43,"流通A股,限售流通股",2019-03-31,2019-04-20,,186407.0,50151.0
3,香港中央结算有限公司,879458857.0,9.41,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.82,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
5,新疆普康投资有限合伙企业,182510174.0,1.95,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
6,胡扬忠,182186477.0,1.95,"流通A股,限售流通股",2019-03-31,2019-04-20,,186407.0,50151.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.93,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
8,中信证券股份有限公司,67868267.0,0.73,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
9,UBS AG,66987946.0,0.72,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
10,中央汇金资产管理有限责任公司,65818800.0,0.7,流通A股,2019-03-31,2019-04-20,,186407.0,50151.0
1,中电海康集团有限公司,3653674956.0,39.6,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
2,龚虹嘉,1255056700.0,13.6,"流通A股,限售流通股",2018-12-31,2019-04-20,,194110.0,47532.0
3,香港中央结算有限公司,812892497.0,8.81,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.89,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
5,新疆普康投资有限合伙企业,182510174.0,1.98,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
6,胡扬忠,182186477.0,1.97,"流通A股,限售流通股",2018-12-31,2019-04-20,,194110.0,47532.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
8,中信证券股份有限公司,81513660.0,0.88,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
9,UBS AG,66858188.0,0.72,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
10,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2018-12-31,2019-04-20,,194110.0,47532.0
1,中电海康集团有限公司,3653674956.0,39.6,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
2,龚虹嘉,1255056700.0,13.6,"流通A股,限售流通股",2018-09-30,2018-10-20,,182216.0,50635.0
3,香港中央结算有限公司,960637497.0,10.41,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.89,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
5,新疆普康投资有限合伙企业,182510174.0,1.98,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
6,胡扬忠,182186477.0,1.97,"流通A股,限售流通股",2018-09-30,2018-10-20,,182216.0,50635.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
8,UBS AG,77504473.0,0.84,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
9,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
10,中信证券股份有限公司,57198199.0,0.62,流通A股,2018-09-30,2018-10-20,,182216.0,50635.0
1,中电海康集团有限公司,3653674956.0,39.6,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
2,龚虹嘉,1255056700.0,13.6,"流通A股,限售流通股",2018-06-30,2018-07-21,,150262.0,61402.0
3,香港中央结算有限公司,1029994200.0,11.16,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.89,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
5,新疆普康投资有限合伙企业,182510174.0,1.98,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
6,胡扬忠,182186477.0,1.97,"流通A股,限售流通股",2018-06-30,2018-07-21,,150262.0,61402.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
8,中信证券股份有限公司,89183758.0,0.97,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
9,UBS AG,72894443.0,0.79,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
10,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2018-06-30,2018-07-21,,150262.0,61402.0
1,中电海康集团有限公司,3653674956.0,39.6,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
2,龚虹嘉,1255056700.0,13.6,"流通A股,限售流通股",2018-03-31,2018-04-21,,137437.0,67132.0
3,香港中央结算有限公司,1001811817.0,10.86,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
4,新疆威讯投资管理有限合伙企业,450795176.0,4.89,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
5,新疆普康投资有限合伙企业,182510174.0,1.98,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
6,胡扬忠,182186477.0,1.97,"流通A股,限售流通股",2018-03-31,2018-04-21,,137437.0,67132.0
7,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
8,中信证券股份有限公司,137861187.0,1.49,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
9,UBS AG,102517315.0,1.11,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
10,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2018-03-31,2018-04-21,,137437.0,67132.0
1,中电海康集团有限公司,3653674956.0,39.59,流通A股,2017-12-31,2018-04-21,,167039.0,55249.0
2,龚虹嘉,1385056700.0,15.01,"流通A股,限售流通股",2017-12-31,2018-04-21,,167039.0,55249.0
3,香港中央结算有限公司,901210447.0,9.77,流通A股,2017-12-31,2018-04-21,,167039.0,55249.0
4,新疆威讯投资管理有限合伙企业,529720876.0,5.74,"流通A股,限售流通股",2017-12-31,2018-04-21,,167039.0,55249.0
5,新疆普康投资有限合伙企业,192346874.0,2.08,"流通A股,限售流通股",2017-12-31,2018-04-21,,167039.0,55249.0
6,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2017-12-31,2018-04-21,,167039.0,55249.0
7,中信证券股份有限公司,155982629.0,1.69,流通A股,2017-12-31,2018-04-21,,167039.0,55249.0
8,胡扬忠,122786477.0,1.33,"流通A股,限售流通股",2017-12-31,2018-04-21,,167039.0,55249.0
9,UBS AG,108923450.0,1.18,流通A股,2017-12-31,2018-04-21,,167039.0,55249.0
10,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2017-12-31,2018-04-21,,167039.0,55249.0
1,中电海康集团有限公司,3653674956.0,39.59,流通A股,2017-09-30,2017-10-31,,127510.0,72377.0
2,龚虹嘉,1385056700.0,15.01,"流通A股,限售流通股",2017-09-30,2017-10-31,,127510.0,72377.0
3,香港中央结算有限公司,861640362.0,9.34,流通A股,2017-09-30,2017-10-31,,127510.0,72377.0
4,新疆威讯投资管理有限合伙企业,549720876.0,5.96,"流通A股,限售流通股",2017-09-30,2017-10-31,,127510.0,72377.0
5,新疆普康投资有限合伙企业,192346874.0,2.08,"流通A股,限售流通股",2017-09-30,2017-10-31,,127510.0,72377.0
6,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2017-09-30,2017-10-31,,127510.0,72377.0
7,胡扬忠,122786477.0,1.33,"流通A股,限售流通股",2017-09-30,2017-10-31,,127510.0,72377.0
8,中信证券股份有限公司,112283074.0,1.22,流通A股,2017-09-30,2017-10-31,,127510.0,72377.0
9,UBS AG,111151294.0,1.2,流通A股,2017-09-30,2017-10-31,,127510.0,72377.0
10,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2017-09-30,2017-10-31,,127510.0,72377.0
1,中电海康集团有限公司,3653674956.0,39.59,流通A股,2017-06-30,2017-07-22,,151799.0,60796.0
2,龚虹嘉,1491750000.0,16.16,"流通A股,限售流通股",2017-06-30,2017-07-22,,151799.0,60796.0
3,香港中央结算有限公司,688171856.0,7.46,流通A股,2017-06-30,2017-07-22,,151799.0,60796.0
4,新疆威讯投资管理有限合伙企业,549720876.0,5.96,"流通A股,限售流通股",2017-06-30,2017-07-22,,151799.0,60796.0
5,新疆普康投资有限合伙企业,192346874.0,2.08,"流通A股,限售流通股",2017-06-30,2017-07-22,,151799.0,60796.0
6,中国电子科技集团公司第五十二研究所,180775044.0,1.96,流通A股,2017-06-30,2017-07-22,,151799.0,60796.0
7,UBS AG,124682879.0,1.35,流通A股,2017-06-30,2017-07-22,,151799.0,60796.0
8,胡扬忠,122786477.0,1.33,"流通A股,限售流通股",2017-06-30,2017-07-22,,151799.0,60796.0
9,中央汇金资产管理有限责任公司,65818800.0,0.71,流通A股,2017-06-30,2017-07-22,,151799.0,60796.0
10,浙江东方集团股份有限公司,50475000.0,0.55,流通A股,2017-06-30,2017-07-22,,151799.0,60796.0
1,中电海康集团有限公司,2435783304.0,39.57,流通A股,2017-03-31,2017-04-14,,72835.0,84515.0
2,龚虹嘉,994500000.0,16.16,"流通A股,限售流通股",2017-03-31,2017-04-14,,72835.0,84515.0
3,新疆威讯投资管理有限合伙企业,366480584.0,5.95,"流通A股,限售流通股",2017-03-31,2017-04-14,,72835.0,84515.0
4,香港中央结算有限公司,247095807.0,4.01,流通A股,2017-03-31,2017-04-14,,72835.0,84515.0
5,新疆普康投资有限合伙企业,128231250.0,2.08,"流通A股,限售流通股",2017-03-31,2017-04-14,,72835.0,84515.0
6,中国电子科技集团公司第五十二研究所,120516696.0,1.96,流通A股,2017-03-31,2017-04-14,,72835.0,84515.0
7,UBS AG,99703534.0,1.62,流通A股,2017-03-31,2017-04-14,,72835.0,84515.0
8,胡扬忠,81857651.0,1.33,"流通A股,限售流通股",2017-03-31,2017-04-14,,72835.0,84515.0
9,GIC PRIVATE LIMITED,49254245.0,0.8,流通A股,2017-03-31,2017-04-14,,72835.0,84515.0
10,中信证券股份有限公司,45150498.0,0.73,流通A股,2017-03-31,2017-04-14,,72835.0,84515.0
1,中电海康集团有限公司,2435783304.0,39.91,流通A股,2016-12-31,2017-04-14,,94712.0,64439.0
2,龚虹嘉,994500000.0,16.3,"流通A股,限售流通股",2016-12-31,2017-04-14,,94712.0,64439.0
3,新疆威讯投资管理有限合伙企业,389540000.0,6.38,"流通A股,限售流通股",2016-12-31,2017-04-14,,94712.0,64439.0
4,新疆普康投资有限合伙企业,128231250.0,2.1,"流通A股,限售流通股",2016-12-31,2017-04-14,,94712.0,64439.0
5,UBS AG,123315671.0,2.02,流通A股,2016-12-31,2017-04-14,,94712.0,64439.0
6,中国电子科技集团公司第五十二研究所,120516696.0,1.97,流通A股,2016-12-31,2017-04-14,,94712.0,64439.0
7,胡扬忠,81750651.0,1.34,"流通A股,限售流通股",2016-12-31,2017-04-14,,94712.0,64439.0
8,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,55066504.0,0.9,流通A股,2016-12-31,2017-04-14,,94712.0,64439.0
9,中信证券股份有限公司,45292085.0,0.74,流通A股,2016-12-31,2017-04-14,,94712.0,64439.0
10,浙江东方集团股份有限公司,45236800.0,0.74,流通A股,2016-12-31,2017-04-14,,94712.0,64439.0
1,中电海康集团有限公司,2435783304.0,39.91,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
2,龚虹嘉,1115775000.0,18.28,"流通A股,限售流通股",2016-09-30,2016-10-12,,88000.0,69354.0
3,新疆威讯投资管理有限合伙企业,389540000.0,6.38,"流通A股,限售流通股",2016-09-30,2016-10-12,,88000.0,69354.0
4,新疆普康投资有限合伙企业,128231250.0,2.1,"流通A股,限售流通股",2016-09-30,2016-10-12,,88000.0,69354.0
5,中国电子科技集团公司第五十二研究所,120516696.0,1.97,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
6,UBS AG,114645549.0,1.88,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
7,浙江东方集团股份有限公司,57028000.0,0.93,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
8,"JPMORGAN CHASE BANK,NATIONAL ASSOCIATION",49822290.0,0.82,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
9,MORGAN STANLEY & CO.INTERNATIONAL PLC.,44570951.0,0.73,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
10,中央汇金资产管理有限责任公司,43879200.0,0.72,流通A股,2016-09-30,2016-10-12,,88000.0,69354.0
1,中电海康集团有限公司,2435783304.0,39.91,流通A股,2016-06-30,2016-07-23,,95353.0,64006.0
2,龚虹嘉,1115775000.0,18.28,"流通A股,限售流通股",2016-06-30,2016-07-23,,95353.0,64006.0
3,新疆威讯投资管理有限合伙企业,389540000.0,6.38,"流通A股,限售流通股",2016-06-30,2016-07-23,,95353.0,64006.0
4,新疆普康投资有限合伙企业,128231250.0,2.1,"流通A股,限售流通股",2016-06-30,2016-07-23,,95353.0,64006.0
5,中国电子科技集团公司第五十二研究所,120516696.0,1.97,流通A股,2016-06-30,2016-07-23,,95353.0,64006.0
6,UBS AG,70544367.0,1.16,流通A股,2016-06-30,2016-07-23,,95353.0,64006.0
7,浙江东方集团股份有限公司,59330000.0,0.97,流通A股,2016-06-30,2016-07-23,,95353.0,64006.0
8,JPMORGAN CHASE BANKNATIONAL ASSOCIATION,51946646.0,0.85,流通A股,2016-06-30,2016-07-23,,95353.0,64006.0
9,中央汇金资产管理有限责任公司,43879200.0,0.72,流通A股,2016-06-30,2016-07-23,,95353.0,64006.0
10,胡扬忠,42718525.0,0.7,"流通A股,限售流通股",2016-06-30,2016-07-23,,95353.0,64006.0
1,中电海康集团有限公司,1623855536.0,39.91,流通A股,2016-03-31,2016-04-09,,102467.0,39708.0
2,龚虹嘉,743850000.0,18.28,"流通A股,限售流通股",2016-03-31,2016-04-09,,102467.0,39708.0
3,新疆威讯投资管理有限合伙企业,288360000.0,7.09,"流通A股,限售流通股",2016-03-31,2016-04-09,,102467.0,39708.0
4,新疆普康投资有限合伙企业,85487500.0,2.1,"流通A股,限售流通股",2016-03-31,2016-04-09,,102467.0,39708.0
5,中国电子科技集团公司第五十二研究所,80344464.0,1.97,流通A股,2016-03-31,2016-04-09,,102467.0,39708.0
6,浙江东方集团股份有限公司,45827200.0,1.13,流通A股,2016-03-31,2016-04-09,,102467.0,39708.0
7,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,32294449.0,0.79,流通A股,2016-03-31,2016-04-09,,102467.0,39708.0
8,中央汇金资产管理有限责任公司,29252800.0,0.72,流通A股,2016-03-31,2016-04-09,,102467.0,39708.0
9,胡扬忠,21870652.0,0.54,"流通A股,限售流通股",2016-03-31,2016-04-09,,102467.0,39708.0
10,易方达资产管理(香港)有限公司-客户资金,21402176.0,0.53,流通A股,2016-03-31,2016-04-09,,102467.0,39708.0
1,中电海康集团有限公司,1623855536.0,39.91,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
2,龚虹嘉,743850000.0,18.28,"流通A股,限售流通股",2015-12-31,2016-04-09,,108944.0,37348.0
3,新疆威讯投资管理有限合伙企业,288360000.0,7.09,"流通A股,限售流通股",2015-12-31,2016-04-09,,108944.0,37348.0
4,新疆普康投资有限合伙企业,85487500.0,2.1,"流通A股,限售流通股",2015-12-31,2016-04-09,,108944.0,37348.0
5,中国电子科技集团公司第五十二研究所,80344464.0,1.97,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
6,浙江东方集团股份有限公司,51069288.0,1.26,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
7,中央汇金资产管理有限责任公司,29252800.0,0.72,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
8,MORGAN STANLEY & CO. INTERNATIONALPLC.,22227853.0,0.55,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
9,法国巴黎银行-自有资金,21787126.0,0.54,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
10,易方达资产管理(香港)有限公司-客户资金,20946400.0,0.51,流通A股,2015-12-31,2016-04-09,,108944.0,37348.0
1,中电海康集团有限公司,1623855536.0,39.91,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
2,龚虹嘉,743850000.0,18.28,"流通A股,限售流通股",2015-09-30,2015-10-20,,101486.0,40092.0
3,新疆威讯投资管理有限合伙企业,288360000.0,7.09,"流通A股,限售流通股",2015-09-30,2015-10-20,,101486.0,40092.0
4,新疆普康投资有限合伙企业,85487500.0,2.1,"流通A股,限售流通股",2015-09-30,2015-10-20,,101486.0,40092.0
5,中国电子科技集团公司第五十二研究所,80344464.0,1.97,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
6,浙江东方集团股份有限公司,60154920.0,1.48,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
7,中央汇金投资有限责任公司,29252800.0,0.72,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
8,MORGAN STANLEY&CO.INTERNATIONAL PLC.,21667356.0,0.53,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
9,法国巴黎银行-自有资金,21455844.0,0.53,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
10,易方达资产管理(香港)有限公司-客户资金,21362492.0,0.52,流通A股,2015-09-30,2015-10-20,,101486.0,40092.0
1,中电海康集团有限公司,1623855536.0,39.91,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
2,龚虹嘉,743850000.0,18.28,"流通A股,限售流通股",2015-06-30,2015-07-23,,129591.0,31397.0
3,新疆威讯投资管理有限合伙企业,288360000.0,7.09,"流通A股,限售流通股",2015-06-30,2015-07-23,,129591.0,31397.0
4,新疆普康投资有限合伙企业,85487500.0,2.1,"流通A股,限售流通股",2015-06-30,2015-07-23,,129591.0,31397.0
5,中国电子科技集团公司第五十二研究所,80344464.0,1.97,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
6,浙江东方集团股份有限公司,68789396.0,1.69,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
7,MORGAN STANLEY&CO.INTERNATIONAL PLC.,26955778.0,0.66,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
8,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,26585700.0,0.65,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
9,沈卫平,21978701.0,0.54,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
10,法国巴黎投资管理亚洲有限公司-客户资金,17945700.0,0.44,流通A股,2015-06-30,2015-07-23,,129591.0,31397.0
